FIPS,2010 MR,2011 MR,2012 MR,2013 MR,2014 MR,2015 MR,2016 MR,2017 MR,2018 MR,2019 MR,2020 MR,2021 MR,2022 MR
01001,11.02,5.95,3.7,2.2,6.92,3.3,5.83,4.91,3.98,5.72,6.38,14.7,26.73
01003,14.26,12.85,17.82,11.25,18.99,21.11,15.34,12.7,12.84,12.09,27.48,36.77,30.43
01005,0.78,1.36,0.0,1.29,1.05,0.0,1.48,1.02,0.0,9.67,7.36,12.27,9.94
01007,15.38,8.1,9.09,11.42,14.43,12.2,13.25,15.84,14.57,14.34,19.89,26.3,33.43
01009,17.45,23.31,29.4,22.46,20.79,19.07,24.26,31.03,17.29,17.29,19.01,27.1,25.21
01011,0.0,6.08,4.41,0.0,4.2,3.31,6.52,0.0,0.0,17.27,12.46,0.0,17.85
01013,0.0,24.9,0.0,0.0,15.42,4.74,0.0,17.3,0.0,3.14,12.39,28.46,33.76
01015,17.71,11.88,14.52,19.75,16.39,17.3,13.09,27.02,14.88,17.6,25.56,26.73,48.36
01017,4.93,16.47,7.87,3.32,11.15,7.72,14.73,14.19,6.5,7.04,18.1,19.83,14.16
01019,19.14,12.28,17.54,21.34,15.35,19.7,15.55,26.72,20.66,17.05,25.26,26.81,28.43
01021,25.2,7.35,7.92,7.08,7.91,6.58,8.66,8.47,8.93,9.6,7.77,26.51,30.51
01023,4.75,0.0,3.02,7.88,0.0,5.93,0.0,0.0,0.0,0.47,0.0,11.17,17.2
01025,6.9,3.21,6.84,7.54,13.93,7.04,3.84,3.77,8.04,4.32,9.16,15.24,30.97
01027,0.0,0.0,12.1,0.0,0.0,0.0,14.38,20.86,10.02,3.78,9.59,11.66,13.81
01029,20.21,0.0,14.85,11.87,14.33,15.58,0.0,24.1,0.0,0.0,27.09,0.0,0.0
01031,3.31,13.72,2.51,0.0,1.48,4.71,0.0,3.99,12.95,12.64,19.12,20.28,24.72
01033,11.87,12.93,18.49,31.71,21.09,16.73,11.92,5.94,15.15,11.86,33.89,22.62,22.4
01035,0.0,42.0,0.0,11.41,34.45,12.19,0.0,34.72,16.32,0.0,27.56,68.12,40.53
01037,10.99,7.67,13.02,7.98,0.0,6.55,16.54,14.99,12.77,0.0,0.0,20.8,20.98
01039,7.32,25.84,5.9,0.0,14.18,11.13,0.0,18.01,18.56,17.45,25.3,45.76,29.25
01041,0.0,16.55,0.0,0.0,2.8,4.43,0.0,7.47,7.9,6.36,12.76,19.25,24.32
01043,27.75,12.42,14.92,19.8,36.91,19.51,23.04,22.96,22.77,16.71,18.93,37.99,34.19
01045,4.7,4.69,4.3,5.48,3.12,5.55,0.79,5.59,5.73,9.17,15.2,20.27,20.18
01047,9.05,2.45,2.9,2.54,2.31,0.0,0.0,0.0,3.61,3.83,0.0,7.3,46.24
01049,15.13,15.41,22.51,32.39,17.24,26.71,25.39,36.3,21.01,30.76,25.12,16.71,26.39
01051,11.02,8.04,7.63,4.56,12.35,4.39,13.43,8.55,8.23,12.31,12.17,18.61,11.17
01053,26.1,42.0,10.35,34.23,34.45,19.85,10.64,34.72,32.65,38.22,27.56,68.12,51.82
01055,11.49,14.38,19.6,20.21,17.39,21.35,14.63,34.06,27.32,18.58,19.54,28.11,30.07
01057,21.53,33.33,16.78,27.92,11.37,15.05,8.26,17.01,7.15,12.54,30.79,33.6,44.26
01059,23.85,21.04,18.31,31.71,15.13,8.58,8.59,0.0,9.32,14.49,22.83,16.39,34.45
01061,8.68,10.65,9.26,4.74,0.0,6.95,4.28,11.51,14.57,17.58,23.22,27.94,26.53
01063,0.0,0.0,3.9,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01065,9.75,2.79,0.0,9.28,6.57,3.31,0.0,6.54,6.87,0.0,10.2,12.96,17.34
01067,0.0,0.0,3.22,6.43,0.0,4.16,0.0,4.57,0.0,0.0,9.35,11.1,13.82
01069,12.8,12.7,9.67,19.29,12.48,12.48,2.51,14.38,17.19,9.44,15.01,13.03,21.28
01071,12.64,13.57,24.52,19.83,19.1,24.36,14.04,24.47,17.84,26.18,23.66,30.91,20.8
01073,9.11,12.9,10.91,14.56,26.48,24.83,30.33,31.55,28.21,29.31,40.74,52.11,57.26
01075,0.0,20.1,8.39,19.83,0.0,8.16,0.0,8.64,0.0,0.0,21.79,33.14,34.79
01077,11.87,12.93,21.19,30.81,26.24,25.87,11.92,11.89,15.15,11.86,40.19,20.2,32.33
01079,20.45,16.22,18.67,25.71,21.9,15.74,13.2,10.62,15.6,13.24,27.58,0.0,27.7
01081,5.69,13.09,6.79,6.63,7.78,10.83,12.96,9.28,6.71,6.69,11.99,12.41,11.62
01083,16.91,11.71,16.58,14.25,12.8,21.69,13.03,16.68,15.48,16.85,27.05,22.73,9.02
01085,0.0,10.24,0.0,0.0,0.0,2.21,0.0,5.98,0.0,0.0,0.0,0.0,30.01
01087,0.0,10.08,6.1,3.74,7.45,5.03,14.5,5.13,8.0,14.16,0.0,16.87,16.85
01089,10.45,8.82,8.16,6.63,6.57,11.61,17.09,21.33,12.82,21.18,26.09,33.15,27.26
01091,3.76,0.0,2.39,5.94,4.76,0.0,0.0,0.0,2.96,0.77,3.2,2.59,19.09
01093,27.07,35.96,18.01,32.33,0.0,10.01,0.0,8.54,0.0,11.99,22.62,30.27,47.56
01095,15.71,14.61,14.77,16.88,22.19,25.34,13.66,12.56,17.69,20.67,17.53,32.58,29.17
01097,10.9,11.63,14.25,15.46,13.49,16.61,15.43,11.84,14.26,12.1,23.02,28.08,29.17
01099,8.07,25.02,7.04,11.38,29.3,12.0,4.97,17.18,15.45,12.58,18.96,37.65,40.93
01101,7.85,8.08,7.39,4.41,8.4,6.62,7.07,6.18,7.97,4.86,13.35,17.59,19.0
01103,15.06,13.34,16.61,15.03,10.03,21.75,10.08,16.83,18.47,12.53,21.69,24.26,33.81
01105,12.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71,8.21,0.0,31.88
01107,5.9,8.9,0.0,14.3,5.81,7.07,4.56,6.77,3.35,4.99,12.8,19.41,12.57
01109,2.62,8.41,3.22,1.14,0.0,3.87,2.36,2.4,5.76,10.0,13.38,12.62,19.33
01111,10.82,12.28,11.71,0.0,12.21,0.0,16.13,22.24,6.1,10.66,21.49,20.68,19.39
01113,2.84,6.8,4.13,3.07,4.72,3.81,7.21,5.08,17.31,32.78,24.04,37.46,25.62
01115,17.94,21.33,11.73,25.49,39.22,22.97,32.95,31.75,30.44,23.46,30.86,49.6,44.71
01117,13.33,13.64,18.91,14.69,19.36,19.64,21.37,14.98,17.15,15.62,20.32,27.32,27.38
01119,0.0,0.0,0.0,6.62,2.64,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01121,12.24,9.37,12.23,13.56,14.99,13.67,16.85,16.24,20.04,11.34,19.19,23.31,14.87
01123,4.18,9.1,8.28,3.75,7.25,0.0,24.55,14.34,7.71,7.39,10.48,15.19,15.43
01125,13.87,11.16,15.61,16.43,11.87,13.24,14.56,16.84,12.92,12.42,20.4,25.55,18.58
01127,50.73,55.5,34.73,39.4,33.6,16.85,18.47,17.17,15.7,25.19,41.18,41.66,69.94
01129,8.39,0.0,0.0,11.42,10.83,14.92,8.65,6.14,6.78,0.0,0.0,21.62,30.42
01131,0.0,7.67,2.49,0.0,10.53,0.0,0.0,0.0,5.15,0.0,3.05,0.0,34.01
01133,39.24,33.96,24.82,30.3,23.5,0.0,13.84,0.0,12.82,18.38,30.06,26.55,41.57
02013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,0.0,0.0,0.0,0.0,0.0
02016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,0.0,0.0,0.0,0.0,0.0
02020,13.02,17.59,20.76,16.28,19.27,19.75,17.44,24.12,16.46,18.06,31.0,42.34,44.58
02050,0.0,0.0,9.33,0.0,0.0,0.0,11.92,7.39,10.32,9.07,11.33,17.59,13.4
02060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02063,8.09,12.75,16.85,9.63,14.02,15.29,16.28,14.99,14.43,13.58,18.86,28.18,24.54
02066,6.44,11.14,10.6,7.61,8.36,9.71,12.77,11.25,7.09,7.78,9.93,21.14,16.71
02068,0.0,0.0,0.0,8.19,9.13,0.0,0.0,0.0,0.0,0.0,8.09,0.0,0.0
02070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.78,0.0,0.0
02090,10.25,10.08,9.97,11.95,17.11,10.04,13.92,14.04,11.11,19.62,11.5,23.01,24.12
02100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.61
02105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04
02110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.39,0.0,0.0,0.0,37.53,44.18
02122,5.39,8.5,21.09,6.42,17.4,27.56,25.64,17.06,27.34,18.74,23.56,35.14,28.01
02130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02150,0.0,0.0,10.54,0.0,8.7,13.78,12.82,17.06,0.0,9.37,23.56,17.57,14.0
02158,0.0,0.0,4.66,0.0,0.0,0.0,5.96,0.0,10.32,9.07,0.0,17.59,13.4
02164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.53,0.0,0.0,11.78,0.0,0.0
02170,11.24,20.66,25.55,12.61,19.41,13.85,22.04,18.77,13.94,17.54,20.87,35.23,25.59
02180,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,5.16,9.07,0.0,8.8,13.4
02185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,0.0,13.4
02188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.07,0.0,0.0,13.4
02195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,0.0,0.0,0.0,0.0,0.0
02198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02220,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.61
02240,6.12,9.14,0.0,8.19,0.0,8.4,12.18,8.81,0.0,0.0,0.0,19.84,16.61
02275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02290,2.69,3.84,0.0,0.0,0.0,3.59,7.34,0.0,5.65,9.17,0.0,13.56,14.81
04001,11.21,14.61,12.55,11.8,17.92,16.02,20.5,16.49,16.71,18.83,27.83,42.67,48.91
04003,18.27,9.75,18.17,10.04,16.48,26.89,20.67,22.44,18.93,21.44,35.31,31.73,36.61
04005,13.39,16.36,8.09,21.97,10.89,18.69,12.77,19.18,24.5,16.73,29.48,28.27,26.38
04007,18.66,17.54,20.7,22.62,33.89,37.62,41.08,37.38,31.55,31.47,29.46,39.19,51.93
04009,17.82,14.82,15.12,15.77,20.97,23.12,21.54,22.47,26.27,25.75,25.5,35.85,49.0
04011,9.02,11.44,0.0,0.0,17.98,21.24,0.0,22.06,0.0,17.49,29.55,44.71,46.04
04012,15.35,16.19,0.0,18.08,18.01,18.49,19.25,17.54,19.73,22.03,46.55,28.65,90.88
04013,15.95,16.16,15.98,17.58,17.0,16.96,18.78,22.5,24.46,27.27,35.29,37.74,36.71
04015,33.97,28.17,32.46,30.54,28.52,30.28,27.28,25.1,19.57,23.09,25.78,29.4,33.51
04017,17.68,15.83,18.68,27.02,24.05,13.85,29.99,14.68,12.68,22.54,35.68,47.16,43.26
04019,20.91,19.5,21.56,21.57,22.2,22.97,23.62,24.15,25.21,28.84,38.92,44.96,43.59
04021,13.57,11.49,11.62,13.36,8.21,14.27,13.86,13.71,16.1,17.93,23.92,28.69,23.48
04023,19.59,0.0,19.87,15.8,19.34,24.93,22.15,23.3,22.07,25.14,38.45,33.41,40.1
04025,21.8,27.84,31.04,30.21,26.96,25.2,30.15,24.54,24.14,37.01,37.88,32.2,29.65
04027,11.75,11.45,16.5,11.43,19.19,15.18,19.45,13.01,15.56,20.11,25.25,31.4,20.69
05001,5.2,2.46,0.0,0.0,4.89,6.28,6.23,6.08,7.91,8.86,12.8,12.49,0.0
05003,0.0,1.34,2.38,0.91,2.1,1.77,5.6,0.0,1.78,3.82,5.06,40.48,13.92
05005,0.0,0.0,1.81,4.22,26.92,24.36,3.42,26.6,9.33,2.24,11.54,9.35,14.17
05007,14.01,12.3,12.92,9.27,14.44,14.82,15.1,11.64,13.21,10.03,15.24,13.62,14.53
05009,0.0,3.42,6.21,9.24,8.36,0.0,9.14,14.05,28.44,13.41,11.58,28.43,11.15
05011,0.0,0.45,0.0,0.0,0.0,0.0,3.79,0.0,0.89,5.25,0.0,37.2,0.0
05013,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,20.38,0.0
05015,3.5,10.23,12.45,11.87,8.23,3.7,15.34,14.69,38.98,15.8,15.01,29.23,14.78
05017,0.0,0.0,0.72,0.0,0.0,0.88,1.19,0.0,0.0,0.0,3.26,20.73,5.58
05019,2.26,0.0,8.36,1.66,3.24,2.56,3.23,6.55,0.0,0.0,0.0,6.81,0.0
05021,0.0,26.0,34.77,10.08,35.43,66.19,3.0,16.93,29.9,0.0,21.34,39.02,25.49
05023,8.26,7.13,6.32,12.83,13.86,12.96,14.34,14.29,13.76,14.76,17.01,11.27,21.73
05025,0.0,0.09,0.0,0.0,3.83,6.68,6.07,0.0,7.51,10.41,0.0,16.43,9.04
05027,0.0,0.37,1.18,1.45,1.18,0.0,1.88,0.0,0.21,2.15,1.77,11.3,1.64
05029,15.04,9.36,4.21,0.0,6.62,11.41,14.58,17.38,8.01,10.3,20.62,17.94,21.7
05031,13.48,13.22,10.03,18.72,20.27,13.42,12.8,12.14,9.21,8.58,20.07,16.93,15.04
05033,20.99,30.67,16.44,19.47,16.21,19.45,16.06,15.87,20.5,10.52,20.5,24.84,27.83
05035,5.02,6.58,4.73,4.76,5.77,8.2,13.24,26.67,24.82,11.09,17.1,23.15,25.5
05037,0.0,7.55,3.03,2.38,1.92,3.48,10.25,12.86,14.6,6.55,11.48,14.62,16.43
05039,0.0,0.0,6.36,0.0,0.0,5.74,0.0,0.0,0.0,9.01,6.33,0.0,0.0
05041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15,8.92,0.0,6.44
05043,0.0,0.0,0.0,0.0,0.0,3.42,2.76,1.21,3.28,5.35,4.77,19.68,6.9
05045,14.13,12.03,12.64,11.65,13.25,8.23,12.27,12.13,16.02,14.28,14.97,14.39,16.45
05047,0.0,22.42,19.61,14.44,14.02,11.7,17.81,9.45,17.3,9.57,21.62,23.32,28.25
05049,0.19,0.0,10.4,0.0,0.0,18.34,0.64,16.76,0.0,0.0,14.3,12.28,25.03
05051,29.16,21.62,24.77,22.64,26.72,26.76,23.6,35.48,27.23,20.12,40.08,27.91,37.97
05053,4.79,6.13,9.09,6.55,9.66,12.45,10.78,16.23,14.14,21.24,17.87,21.03,19.19
05055,6.74,19.61,29.6,9.36,36.86,22.63,6.4,14.53,19.56,0.0,14.23,26.21,7.52
05057,0.0,4.69,7.72,0.0,1.62,0.0,0.0,0.0,0.0,0.34,0.0,17.02,2.88
05059,11.32,8.83,16.35,8.28,9.7,12.78,9.69,32.76,11.4,14.79,20.14,20.42,12.67
05061,0.0,10.07,16.85,0.0,1.87,0.0,0.0,0.0,2.45,0.0,0.0,14.3,3.86
05063,4.07,2.73,4.55,9.64,13.5,14.13,7.68,11.09,7.38,7.51,15.17,11.41,14.86
05065,0.0,0.0,3.33,3.99,13.46,19.24,0.0,15.48,0.0,0.0,12.86,9.15,16.35
05067,5.78,9.14,5.04,9.02,6.19,10.39,9.57,0.0,10.91,8.65,15.54,14.95,13.71
05069,7.96,3.57,4.23,6.49,12.73,13.97,15.05,21.7,20.55,14.96,21.41,16.7,23.35
05071,4.05,19.23,16.87,13.54,7.01,3.9,12.22,4.73,18.07,8.42,15.55,21.07,14.12
05073,0.0,1.87,0.0,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.88,0.0
05075,5.51,10.89,15.64,9.36,20.35,15.48,0.0,9.44,9.59,4.12,13.8,14.43,0.0
05077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.89,12.41,1.11,0.0,19.47,17.98
05079,0.0,0.0,0.0,0.0,4.41,6.98,7.09,7.23,9.49,11.91,11.4,0.0,11.68
05081,1.18,11.53,20.19,0.0,3.26,1.4,8.38,3.9,2.65,0.11,0.0,20.78,10.03
05083,7.84,16.72,19.75,11.7,10.95,10.42,16.43,6.52,16.48,5.33,19.97,21.25,16.0
05085,23.41,8.74,5.62,18.37,19.56,12.84,24.92,13.61,19.01,20.46,17.59,29.44,17.28
05087,0.0,18.75,14.13,12.64,10.12,0.0,11.2,0.0,18.84,10.35,15.88,20.41,16.61
05089,0.0,0.0,0.91,5.83,13.46,0.0,9.14,20.31,23.17,8.94,11.58,23.94,14.86
05091,4.72,6.28,6.03,4.47,3.57,5.58,6.7,6.9,0.0,4.31,5.19,35.17,11.5
05093,20.68,9.15,15.08,10.46,15.4,11.84,23.35,18.21,15.36,16.92,24.96,30.26,30.85
05095,0.0,2.41,0.0,2.7,0.0,0.0,0.0,0.0,0.0,2.21,0.0,12.29,3.69
05097,10.14,10.13,16.83,0.0,0.0,0.0,0.0,11.55,9.09,4.02,12.04,17.94,0.0
05099,0.0,0.0,2.98,0.0,1.44,0.0,1.08,0.0,0.0,0.87,0.0,0.0,0.0
05101,0.0,12.12,9.94,10.8,0.0,0.0,0.0,1.58,26.08,11.41,9.16,21.9,0.0
05103,0.0,0.0,2.37,0.0,1.08,0.0,1.44,0.0,0.0,3.0,0.0,10.4,0.0
05105,19.22,0.0,0.0,11.8,0.0,14.59,16.26,22.63,0.0,16.63,26.28,27.43,26.96
05107,0.0,0.0,0.0,0.0,0.82,0.0,1.25,0.0,5.08,0.0,2.56,13.91,9.77
05109,0.0,0.0,9.39,0.33,1.56,0.0,2.77,0.0,0.0,1.01,0.0,7.94,0.0
05111,8.99,11.19,7.38,0.0,4.63,9.1,18.29,12.94,17.02,14.01,21.03,23.45,23.8
05113,4.39,15.07,20.99,7.66,5.92,4.03,12.32,6.03,9.6,0.0,8.42,18.34,5.11
05115,16.19,16.04,8.46,8.53,6.15,6.43,15.68,5.92,16.32,8.23,13.07,18.81,8.96
05117,7.8,6.28,0.0,10.8,0.0,10.18,0.0,0.0,0.0,0.0,12.21,16.29,11.07
05119,14.37,10.61,12.08,14.06,13.75,11.46,13.99,17.77,20.37,20.16,27.48,34.69,34.57
05121,2.25,15.12,31.51,0.0,31.65,34.77,2.06,10.11,13.92,0.0,7.11,24.18,18.81
05123,0.0,3.29,0.0,2.46,0.0,0.0,4.68,11.85,12.41,1.11,0.0,11.58,12.72
05125,15.77,13.7,15.2,10.49,12.1,11.92,15.16,25.14,15.65,28.59,22.59,32.74,18.84
05127,11.8,18.56,21.53,11.85,9.87,10.31,14.99,0.0,14.37,3.16,19.2,21.91,0.0
05129,0.0,5.08,0.0,7.39,11.63,6.16,8.22,0.0,20.67,9.05,0.0,13.47,0.0
05131,11.13,14.16,22.78,9.42,11.83,15.65,19.56,12.49,14.09,8.61,22.73,21.81,28.67
05133,0.0,15.07,30.12,2.55,0.0,0.0,0.0,4.77,0.0,0.0,0.0,14.3,5.11
05135,0.75,3.78,13.13,2.34,13.62,20.91,2.56,9.32,0.0,0.0,10.54,12.71,15.86
05137,0.0,0.0,2.11,8.66,17.34,15.37,7.34,13.63,11.06,7.53,10.42,0.0,11.83
05139,0.0,1.11,1.95,0.47,2.06,0.0,4.31,0.0,0.41,2.6,0.44,33.91,7.75
05141,7.58,9.36,0.0,8.16,11.0,10.09,12.84,10.56,15.25,13.11,13.15,11.12,13.77
05143,6.89,9.16,7.57,7.39,9.06,8.87,7.02,7.76,4.22,5.85,6.17,10.4,16.79
05145,11.34,7.66,4.74,14.02,9.33,17.69,16.4,16.45,10.02,15.24,19.05,19.43,27.01
05147,0.0,6.05,0.0,6.9,0.0,6.97,5.47,6.86,4.14,0.0,7.82,0.0,0.0
05149,18.1,11.75,13.12,9.26,8.41,11.6,14.1,14.21,12.93,0.0,22.01,22.67,15.94
06001,8.74,10.98,8.62,11.02,10.24,12.21,9.89,7.64,11.46,14.96,19.25,20.14,20.32
06003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.36,18.79,27.11,27.3
06005,28.88,26.35,27.0,14.98,38.1,15.66,13.08,12.58,12.55,32.7,19.64,26.66,27.53
06007,38.64,38.14,32.05,25.67,33.0,28.84,32.18,20.06,25.51,25.09,32.9,57.61,53.54
06009,26.33,33.29,15.63,24.71,20.66,22.31,13.72,13.68,10.78,26.14,20.27,25.96,29.81
06011,0.0,28.91,22.85,25.41,0.0,25.82,21.59,21.58,0.0,35.4,35.77,49.45,48.13
06013,8.87,11.44,11.39,12.79,11.34,9.59,10.75,10.02,14.08,14.22,20.31,22.82,21.87
06015,25.97,29.51,22.03,18.48,21.31,26.29,38.11,21.81,18.55,23.41,27.3,35.59,107.08
06017,23.75,19.34,19.38,18.16,25.67,21.14,22.63,16.93,17.83,16.59,20.22,25.36,24.92
06019,11.18,9.54,8.33,9.32,13.35,14.46,14.7,12.43,11.06,13.31,17.08,19.73,21.97
06021,28.98,31.95,27.45,30.82,29.0,30.61,28.73,28.69,32.31,48.84,42.43,41.66,38.82
06023,35.66,42.3,35.6,30.48,31.9,30.21,39.52,32.17,24.2,26.56,30.38,43.28,67.4
06025,5.73,12.99,11.3,16.99,14.52,22.75,19.9,11.49,23.65,16.55,35.5,10.56,17.35
06027,15.44,13.34,14.94,15.0,11.82,15.94,15.78,14.0,18.11,15.15,21.3,63.26,30.21
06029,16.67,17.73,18.57,20.95,24.35,24.14,23.17,25.64,25.42,29.1,40.05,53.61,53.6
06031,9.15,9.1,11.4,14.57,15.97,9.94,8.01,9.99,13.21,16.35,14.41,18.9,20.26
06033,55.67,52.86,35.95,46.98,54.53,49.54,28.07,43.58,68.34,73.0,71.34,97.43,89.45
06035,34.39,38.01,17.93,34.2,40.95,12.43,38.87,15.42,13.88,39.25,20.28,28.0,63.54
06037,7.13,6.92,6.85,8.14,7.27,7.2,8.1,9.02,9.78,12.62,20.33,23.62,25.1
06039,13.26,15.69,16.42,13.78,14.24,16.13,11.64,12.11,7.61,19.07,13.95,21.96,18.72
06041,13.87,8.23,14.45,15.48,6.9,6.89,15.35,14.56,12.32,16.61,21.37,24.98,24.61
06043,18.65,17.52,16.69,15.72,18.44,22.74,16.74,15.24,11.94,18.1,18.73,25.32,28.18
06045,21.63,19.42,26.27,25.23,28.45,18.25,33.09,29.54,35.39,48.42,47.64,79.95,72.4
06047,11.34,13.08,14.11,12.92,11.26,14.9,14.52,12.47,13.83,16.21,18.98,19.2,24.48
06049,26.7,27.91,23.9,22.16,24.16,18.6,30.05,16.35,0.0,22.68,0.0,34.5,44.41
06051,15.87,10.67,11.91,11.51,0.0,17.44,14.46,0.0,12.96,18.45,14.21,26.5,20.01
06053,10.36,11.14,10.08,12.83,11.13,10.6,12.18,9.82,11.25,14.74,22.74,22.41,20.79
06055,12.46,13.04,11.51,12.11,9.18,13.34,7.74,9.22,12.19,12.34,14.71,15.42,26.06
06057,14.18,14.2,25.43,24.44,20.22,19.22,17.15,18.03,15.05,16.04,37.15,41.55,33.24
06059,10.4,10.44,10.36,11.5,11.83,12.02,13.08,11.66,13.06,12.85,20.62,29.42,25.67
06061,7.75,7.28,10.51,13.07,9.69,11.72,12.35,10.88,11.19,15.82,16.63,18.92,21.06
06063,29.15,31.6,19.03,28.72,59.12,14.82,22.58,16.57,19.05,19.92,25.58,32.71,40.71
06065,11.65,11.34,12.61,13.83,14.04,14.27,14.78,17.0,17.95,18.62,27.92,33.76,35.37
06067,15.22,14.83,14.21,16.55,16.87,18.85,14.99,13.92,16.16,20.68,18.6,31.28,35.48
06069,11.65,12.58,12.02,11.91,12.9,13.11,13.34,11.68,12.1,15.04,15.61,22.5,23.68
06071,6.58,5.37,6.1,5.99,5.87,4.79,4.39,9.13,12.8,11.56,23.66,25.47,23.48
06073,11.86,13.22,13.35,13.33,12.84,12.7,13.08,14.47,14.39,14.47,22.81,29.82,30.43
06075,21.11,23.87,16.47,15.52,19.24,22.66,21.36,20.81,26.83,45.6,63.12,67.96,58.76
06077,18.82,19.25,14.94,15.47,16.91,15.98,14.72,19.45,16.21,16.27,20.96,26.6,22.19
06079,14.83,15.44,13.83,13.75,11.82,18.48,15.91,15.17,15.49,18.37,29.76,40.97,32.62
06081,7.66,9.08,7.71,7.49,8.96,9.02,6.54,10.37,8.58,12.91,16.22,18.57,15.5
06083,11.32,9.84,9.74,12.16,12.71,15.96,15.24,14.95,16.12,18.14,20.01,28.0,29.06
06085,7.47,7.96,7.73,8.16,7.07,7.35,7.81,8.1,9.03,11.2,15.84,17.02,19.4
06087,17.91,21.19,19.87,16.33,21.71,18.24,17.48,15.59,15.31,19.76,22.23,30.99,35.18
06089,27.65,29.81,29.12,27.94,22.25,16.71,20.6,18.9,18.88,19.99,27.93,41.18,36.48
06091,24.34,28.0,0.0,28.38,34.62,0.0,0.0,0.0,17.74,0.0,27.43,0.0,0.0
06093,28.95,26.96,25.05,21.2,22.16,32.14,36.69,19.97,16.51,22.35,23.12,40.8,52.68
06095,12.58,13.93,6.89,12.71,16.0,13.3,11.13,13.24,17.69,17.2,17.9,26.57,29.86
06097,17.15,10.24,13.42,7.68,14.79,15.93,11.93,13.68,15.6,20.23,29.81,32.72,24.86
06099,17.49,15.81,13.99,13.89,12.97,18.95,12.93,12.41,14.37,15.07,23.63,29.66,32.83
06101,19.0,14.75,12.63,16.78,14.32,10.37,10.35,10.35,16.53,17.82,17.64,35.33,38.58
06103,29.08,20.44,18.93,27.42,34.36,22.26,27.44,24.3,26.23,32.45,34.79,33.59,44.45
06105,28.47,27.79,27.48,26.45,29.24,24.33,31.47,24.98,24.24,29.95,32.27,47.76,54.68
06107,5.88,7.57,6.2,8.37,7.86,9.79,9.12,7.54,11.38,8.79,15.15,19.29,21.57
06109,32.51,25.48,22.22,22.27,35.3,40.96,27.88,23.96,8.94,22.03,18.34,30.46,36.68
06111,11.66,13.35,13.52,15.01,14.3,13.99,12.95,17.33,15.86,16.08,22.58,31.44,29.67
06113,7.47,9.9,10.78,12.22,12.04,14.55,15.76,12.32,9.07,12.24,14.56,15.21,20.26
06115,20.78,22.33,16.12,22.84,28.49,16.11,21.26,20.77,17.94,15.25,21.21,31.17,46.26
08001,14.95,20.6,20.89,17.48,19.97,17.5,19.07,21.86,20.71,17.2,25.78,41.37,37.15
08003,6.98,19.33,4.01,19.45,0.0,16.54,3.56,10.31,3.21,17.52,41.17,72.52,46.23
08005,14.34,14.02,14.61,16.8,16.48,16.32,15.07,13.22,16.74,16.3,21.14,25.81,27.6
08007,0.0,18.43,24.05,0.0,0.0,20.71,23.48,24.08,19.25,22.11,31.96,32.92,39.32
08009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
08011,2.15,1.66,0.0,0.0,0.0,26.25,0.0,4.21,0.0,0.0,5.23,29.95,5.82
08013,7.81,13.36,11.46,18.06,15.0,12.52,11.17,13.95,11.04,14.1,15.59,15.17,19.24
08014,11.12,15.16,14.46,18.5,16.1,14.77,18.04,15.88,17.32,14.19,13.84,14.6,17.08
