FIPS,2010 MR,2011 MR,2012 MR,2013 MR,2014 MR,2015 MR,2016 MR,2017 MR,2018 MR,2019 MR,2020 MR,2021 MR,2022 MR
18115,0.0,14.67,0.0,32.17,29.0,36.38,34.74,36.27,28.96,29.28,0.0,29.64,36.45
18117,21.29,0.0,33.24,11.79,9.21,11.24,7.14,35.09,22.86,24.62,37.07,44.74,27.15
18119,23.83,15.44,24.74,16.01,24.1,20.92,23.28,21.0,28.82,24.74,19.55,32.79,43.59
18121,17.22,21.32,16.56,19.24,15.14,14.73,22.21,23.02,17.45,21.01,17.73,30.75,29.34
18123,16.56,2.47,19.93,0.0,0.0,3.85,30.89,17.54,0.0,0.0,30.44,43.84,18.9
18125,0.0,4.55,16.74,5.54,7.88,7.23,8.94,19.5,0.0,9.26,29.34,31.45,17.51
18127,20.08,14.5,18.11,22.21,25.14,22.06,28.61,27.32,21.82,23.48,25.73,29.84,26.89
18129,10.23,19.64,7.74,12.67,10.57,8.06,8.8,13.22,5.66,6.43,12.72,24.68,31.25
18131,15.13,23.59,7.16,18.66,16.62,23.01,19.77,33.72,26.94,31.28,35.42,41.69,48.8
18133,18.14,19.62,27.22,16.85,21.82,19.08,23.02,24.46,27.53,24.4,20.78,29.75,33.52
18135,20.56,20.61,17.2,24.01,26.73,34.52,43.86,68.21,46.87,37.74,45.47,86.11,53.2
18137,16.55,16.26,24.75,26.97,27.41,34.84,41.27,38.68,36.9,37.27,45.7,34.85,44.64
18139,21.58,19.87,18.5,22.22,35.16,0.0,39.44,41.05,42.07,39.04,50.26,43.38,40.14
18141,10.86,15.75,12.39,14.62,13.45,21.23,21.92,26.25,23.64,13.98,32.05,34.9,34.53
18143,20.87,70.87,58.85,20.8,28.98,22.64,88.5,50.27,41.88,32.72,100.89,61.59,52.87
18145,16.39,16.72,19.39,20.11,21.69,17.98,22.98,24.78,26.91,29.06,35.66,35.52,46.68
18147,16.28,4.59,17.77,0.0,5.09,0.0,22.68,0.0,0.0,4.92,23.73,24.14,14.8
18149,14.72,43.11,12.76,17.53,17.19,20.72,21.96,61.15,43.6,47.84,47.72,59.9,73.09
18151,14.92,10.71,2.97,17.72,16.45,20.41,25.42,23.59,0.0,15.3,29.02,33.8,25.38
18153,13.94,13.12,10.49,14.25,15.25,15.48,19.81,16.56,16.46,17.28,14.51,31.32,31.13
18155,14.21,0.0,27.23,30.7,29.97,37.05,37.01,38.11,36.56,34.96,29.27,55.22,39.87
18157,6.95,14.31,14.65,14.43,14.75,17.76,17.02,13.12,22.27,21.97,17.34,23.52,27.55
18159,23.59,23.78,25.91,20.32,18.26,29.42,22.4,0.0,27.56,27.22,37.71,43.78,50.18
18161,21.78,23.01,0.0,0.0,43.05,46.99,58.7,82.25,52.12,60.98,61.65,63.59,56.26
18163,28.38,28.84,23.22,19.85,21.43,24.19,26.41,36.34,22.66,19.29,26.31,49.45,41.17
18165,12.09,12.1,0.0,18.69,11.52,11.8,23.19,21.39,0.0,17.63,21.88,22.34,32.92
18167,16.69,17.56,8.21,25.86,14.79,14.83,21.31,15.81,15.83,18.68,15.95,30.19,31.13
18169,30.41,24.06,19.68,25.78,17.6,38.28,22.59,41.34,25.3,23.58,33.66,32.45,42.17
18171,11.0,0.0,7.38,15.75,0.0,0.0,22.4,15.07,10.77,17.88,24.39,0.0,32.87
18173,14.12,11.54,15.5,11.07,10.58,12.47,14.83,15.79,8.43,8.52,26.87,27.9,15.34
18175,20.34,21.41,39.4,20.65,23.32,17.26,34.4,39.14,36.94,31.94,46.08,49.82,46.06
18177,20.31,21.85,16.22,29.46,29.55,46.27,54.08,99.72,63.7,72.86,69.93,88.78,69.41
18179,17.2,19.08,23.7,21.62,19.34,32.31,28.03,45.96,37.42,35.34,39.58,63.17,50.16
18181,8.94,13.33,9.46,18.41,16.62,21.55,19.93,17.17,18.14,22.89,45.52,34.59,41.49
18183,21.24,16.28,14.57,21.02,15.76,28.53,20.16,31.92,21.19,21.89,26.64,38.09,31.79
19001,0.0,0.0,0.0,0.54,0.37,0.0,0.0,1.67,0.0,0.93,6.43,3.04,0.0
19003,0.0,0.0,0.0,0.0,0.0,0.0,0.7,2.21,0.0,0.54,0.0,0.0,0.0
19005,0.0,0.0,0.0,1.14,0.79,0.0,8.31,0.0,0.0,7.09,0.0,21.41,12.89
19007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,7.15,0.49,2.32,1.41
19009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19011,5.38,3.02,4.46,2.95,0.0,5.94,5.99,0.0,6.87,0.0,9.29,11.62,7.88
19013,8.39,0.95,1.55,0.87,0.0,1.37,12.04,10.55,10.57,0.53,13.0,13.81,9.98
19015,12.56,4.34,4.39,0.0,2.61,5.2,4.71,6.33,3.95,7.48,8.04,14.68,9.54
19017,2.87,0.6,1.11,0.22,0.0,1.14,6.27,5.23,3.52,0.0,4.9,0.0,2.5
19019,6.73,2.66,3.94,3.67,0.0,4.55,6.76,5.14,7.49,3.18,11.5,9.63,11.03
19021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59,0.0
19023,0.0,0.0,0.05,0.0,0.0,0.52,2.93,3.43,2.35,0.0,0.0,0.0,0.0
19025,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19027,2.19,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,1.75,1.94,3.32
19029,0.0,1.96,2.8,2.16,0.0,2.14,0.0,5.08,0.0,2.68,4.28,3.54,5.37
19031,7.91,9.02,11.2,0.0,0.0,15.48,10.31,0.0,0.0,12.28,0.0,12.81,19.9
19033,1.05,0.0,0.0,0.0,23.12,0.0,0.29,0.68,0.0,0.0,0.0,3.14,0.0
19035,0.07,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.84,5.11,0.0
19037,0.68,0.0,0.01,0.0,0.0,0.0,0.0,1.31,0.0,0.0,0.0,4.87,0.0
19039,1.48,0.0,0.0,0.03,0.0,0.0,0.0,2.78,0.0,2.26,8.91,5.51,0.0
19041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.55,1.89,0.0
19043,4.55,0.0,2.58,2.72,2.09,0.0,0.0,1.03,9.17,5.69,0.0,15.0,9.36
19045,6.21,9.32,12.55,11.73,10.32,17.51,9.27,6.42,5.14,16.78,25.87,21.52,32.37
19047,0.0,1.63,0.0,0.0,2.82,0.53,0.0,1.73,0.0,0.0,2.71,3.43,5.43
19049,6.55,3.74,3.46,2.63,2.61,5.2,3.77,5.26,3.95,6.77,13.93,11.56,10.18
19051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.63
19053,0.16,0.0,0.0,0.0,0.0,0.0,0.0,1.58,0.0,0.59,2.43,0.0,0.0
19055,7.53,0.0,0.0,5.98,7.27,4.55,7.33,0.0,7.16,0.0,12.59,10.74,16.88
19057,0.57,0.0,0.0,2.62,0.0,3.65,0.0,6.34,4.27,0.0,25.83,3.45,39.17
19059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0
19061,6.13,0.0,7.76,5.41,9.17,1.52,13.4,0.71,9.52,8.29,12.3,18.23,12.16
19063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.04,0.0
19065,3.97,0.0,1.1,1.83,1.45,0.0,5.4,0.0,4.25,0.0,5.25,11.12,6.73
19067,0.21,0.0,0.0,0.0,0.0,0.0,1.57,1.66,0.0,0.0,0.0,1.22,0.0
19069,0.0,0.0,0.0,0.0,0.0,0.35,0.34,0.0,0.0,0.0,0.0,0.87,0.0
19071,0.0,0.56,0.0,0.0,0.0,2.34,0.0,1.06,0.71,0.0,0.0,0.0,0.0
19073,9.97,0.97,0.8,0.0,0.0,0.0,0.0,1.95,0.0,1.87,2.45,4.5,4.72
19075,0.0,0.0,0.0,0.54,0.0,0.63,0.0,3.52,4.31,0.0,3.25,0.0,2.0
19077,0.0,0.49,0.56,0.0,0.0,1.64,0.0,1.6,0.0,1.14,4.48,5.04,3.89
19079,0.0,0.0,1.1,0.0,0.0,1.73,0.0,2.0,0.0,0.0,1.79,6.78,0.0
19081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19083,2.21,0.0,0.27,2.16,0.0,1.54,1.76,0.0,1.33,0.0,0.81,1.91,0.0
19085,0.0,3.35,4.66,0.0,4.92,2.67,3.74,4.21,0.0,2.15,5.82,2.95,13.1
19087,0.0,0.0,0.0,0.0,2.43,0.87,0.0,4.34,0.0,0.0,8.61,0.0,16.32
19089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19091,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19093,0.04,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19095,3.52,0.0,0.0,0.0,0.0,4.88,0.0,5.97,4.27,0.0,0.0,10.1,0.0
19097,4.4,3.11,12.13,8.11,11.74,12.07,0.0,2.14,1.71,14.77,17.88,9.94,23.27
19099,5.79,2.85,5.35,5.86,3.68,6.61,5.32,5.5,6.87,11.25,8.79,15.72,10.09
19101,0.0,0.0,0.32,0.0,1.88,0.0,0.44,2.91,0.0,5.72,3.3,1.92,7.86
19103,4.61,4.83,9.54,5.15,14.76,12.27,8.87,8.71,5.13,4.33,9.76,9.05,11.51
19105,7.0,0.0,9.13,7.46,8.03,9.86,7.47,0.0,0.0,11.33,15.47,0.0,20.58
19107,0.0,0.0,0.0,0.0,2.21,0.98,0.0,4.3,0.0,0.0,2.63,5.93,4.6
19109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19111,0.0,0.0,0.0,0.0,0.0,2.62,0.0,3.12,0.0,0.0,11.48,0.0,9.79
19113,9.47,10.29,9.75,10.64,13.78,13.64,9.02,15.17,11.95,15.88,23.7,13.98,17.9
19115,0.0,0.97,0.0,6.08,5.44,8.08,0.0,6.08,3.42,3.69,0.0,8.23,0.0
19117,0.95,0.0,0.0,0.77,0.0,0.0,0.0,5.07,0.0,4.13,9.63,5.91,3.19
19119,2.12,0.0,0.0,1.74,0.0,2.38,0.0,0.0,3.5,0.0,3.94,0.0,0.0
19121,3.88,2.98,0.0,2.65,0.0,4.16,3.01,0.0,3.16,6.31,15.9,10.68,7.85
19123,0.0,0.0,0.0,0.0,1.91,2.95,1.94,3.27,1.28,9.53,5.9,9.44,5.62
19125,3.79,3.47,3.33,4.62,4.35,5.2,4.71,8.53,5.14,10.66,15.07,16.87,10.84
19127,3.66,0.0,2.23,3.43,1.09,0.0,2.62,1.17,4.18,4.04,1.35,7.13,2.84
19129,1.58,0.0,4.25,3.86,3.51,5.44,4.67,0.0,3.49,0.0,0.0,0.0,7.4
19131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.11,0.0
19133,0.03,2.46,3.68,3.13,4.9,0.67,0.0,1.27,0.0,0.0,0.0,0.0,5.27
19135,0.0,0.0,0.0,0.0,0.87,0.0,0.0,2.83,0.0,0.0,0.0,6.16,0.0
19137,0.0,0.0,0.0,0.0,0.0,3.2,3.93,3.21,0.7,2.15,0.0,2.36,0.0
19139,5.69,7.18,8.91,11.22,6.99,15.1,9.36,0.0,8.57,12.71,7.42,14.89,12.94
19141,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,2.8,0.0
19143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.73,0.0
19145,0.0,0.0,0.0,0.0,0.0,0.64,0.0,1.07,0.0,0.0,0.0,0.0,1.23
19147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.0
19149,0.0,1.95,2.44,3.13,2.44,0.0,0.0,0.0,0.0,0.0,6.78,7.1,2.6
19151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,0.0
19153,11.38,13.03,13.3,12.62,10.44,15.61,14.13,16.81,15.8,22.44,22.25,27.98,28.14
19155,2.34,11.76,13.99,12.94,11.81,10.68,14.96,11.78,3.07,10.73,17.14,11.79,26.83
19157,2.33,0.0,1.34,1.17,1.04,2.64,1.5,0.0,3.11,2.38,3.99,9.13,4.16
19159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0
19161,1.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,0.0
19163,10.29,16.76,16.59,23.48,9.92,20.91,16.81,16.23,13.85,16.19,13.86,19.52,17.82
19165,0.76,0.0,3.58,0.0,2.95,0.0,3.12,5.33,0.0,0.0,6.03,4.34,11.32
19167,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,1.33,0.0,2.68,2.92,0.43
19169,7.98,3.47,4.77,10.82,3.26,5.64,6.28,5.99,5.27,8.23,8.14,12.37,9.38
19171,3.95,0.0,1.67,0.0,0.83,2.25,0.0,3.53,5.55,2.36,0.0,8.88,0.0
19173,0.0,0.0,0.0,0.0,0.0,0.0,0.79,0.0,0.0,0.0,0.0,0.47,0.0
19175,0.0,0.0,0.0,0.11,0.0,0.0,0.16,0.9,0.0,0.28,4.81,0.12,0.0
19177,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,6.53
19179,0.0,0.0,0.0,0.0,0.22,0.0,0.09,1.89,0.0,28.6,1.97,2.8,4.01
19181,5.37,4.34,3.35,3.89,2.61,5.03,4.27,8.45,4.74,8.76,22.96,16.74,12.77
19183,0.0,0.0,1.91,1.87,6.73,4.51,1.77,6.92,0.0,1.43,4.59,5.76,6.96
19185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,0.0,2.23,2.53,1.38,0.8
19187,26.31,0.0,0.0,0.0,0.0,0.0,0.78,0.5,0.0,0.0,0.0,4.8,0.0
19189,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,0.0
19191,1.02,0.0,1.27,0.0,0.91,0.0,1.97,0.33,3.89,0.0,0.0,13.25,0.0
19193,0.13,9.76,9.77,15.67,9.78,0.17,0.0,0.37,0.0,0.0,13.57,14.2,10.41
19195,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.1,0.0
19197,5.26,0.0,0.0,0.0,0.0,0.0,0.16,0.36,0.0,0.0,0.0,2.19,0.0
20001,0.0,1.25,4.39,2.49,0.95,1.56,0.0,0.99,3.6,0.65,1.29,4.7,12.44
20003,1.35,3.1,2.64,0.0,0.0,3.36,0.0,0.0,5.44,0.0,0.0,9.0,18.21
20005,3.91,6.67,6.53,7.7,9.76,5.22,7.55,5.43,7.13,9.87,0.0,16.2,23.93
20007,0.0,1.13,0.87,0.72,0.0,2.05,0.0,0.0,0.0,0.87,0.0,0.0,0.0
20009,0.0,0.0,0.8,2.34,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,4.15
20011,0.45,1.8,8.41,3.04,1.79,0.0,0.0,3.48,0.0,1.56,3.42,10.58,18.57
20013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,3.79,0.0,0.0
20015,21.25,2.9,18.23,21.28,5.71,14.98,4.57,16.45,14.98,8.88,16.42,27.99,21.98
20017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99,0.0,0.0,0.0,0.0
20019,0.0,0.0,10.25,13.32,0.0,9.72,0.0,0.0,4.9,0.0,13.64,18.41,22.7
20021,19.02,13.75,18.41,14.17,19.8,12.38,17.51,15.83,17.98,13.16,17.46,24.88,22.29
20023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20027,0.0,0.0,0.0,2.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61,0.0
20029,0.0,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,0.0
20031,3.55,1.58,0.0,1.22,2.1,3.53,0.0,2.59,4.82,2.6,2.38,7.53,9.62
20033,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20035,13.44,4.85,10.22,14.17,5.7,9.49,7.42,16.1,9.81,10.65,16.14,23.45,23.06
20037,8.28,7.8,15.19,7.85,10.08,3.22,6.43,8.91,5.92,6.84,11.46,16.84,25.59
20039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20041,1.87,0.21,0.0,9.42,0.96,0.0,0.29,8.15,1.13,4.72,3.58,14.14,9.34
20043,1.3,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,6.94,0.0,11.76
20045,9.02,10.69,10.63,12.25,8.58,11.01,9.21,11.59,10.71,13.09,13.06,20.11,19.17
20047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5
20049,11.56,0.0,0.0,11.53,0.0,0.0,1.48,0.0,0.0,0.0,9.63,0.0,0.0
20051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20053,0.0,0.0,0.96,5.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.44,0.0
20055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20059,0.0,5.78,4.62,5.93,5.76,7.73,4.82,6.38,10.23,7.97,6.8,15.39,38.47
20061,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.06,27.83,28.02
20063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20073,8.98,0.0,0.0,0.0,1.43,3.74,0.0,4.11,0.0,0.0,0.0,7.0,0.0
20075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20079,16.14,5.79,16.36,18.53,11.45,16.29,7.62,16.89,13.79,21.14,22.49,35.24,26.16
20081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20085,0.0,0.0,0.0,0.0,0.0,6.1,3.93,0.0,5.26,6.85,9.62,13.93,18.09
20087,0.0,10.52,8.67,8.77,10.58,10.19,11.27,9.48,9.75,0.0,13.47,24.6,30.47
20089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20091,6.98,7.96,7.86,9.17,9.75,7.24,10.09,8.12,9.71,11.12,12.68,15.82,17.77
20093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20095,2.76,0.0,6.08,0.0,6.87,9.65,3.96,0.0,0.0,9.4,12.76,17.26,0.0
20097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20099,14.35,6.27,21.13,9.12,8.93,7.22,6.7,12.21,13.01,7.55,9.64,19.97,15.1
20101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20103,8.36,16.84,12.86,16.63,20.31,9.41,19.95,9.26,9.89,19.57,15.81,19.47,36.19
20105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.42,4.23
20107,0.0,0.0,6.02,5.09,4.24,3.01,1.21,5.51,5.48,4.47,1.99,12.61,25.0
20109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20111,3.09,0.0,0.0,0.0,1.75,1.25,0.0,1.37,1.66,0.0,0.0,5.02,0.0
20113,5.3,1.45,4.95,13.14,5.74,7.96,2.03,11.53,0.0,11.74,10.88,22.16,14.86
20115,9.35,0.0,5.76,12.41,0.0,6.54,0.0,13.71,6.75,9.9,9.96,17.1,0.0
20117,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,1.71,0.0,1.1,0.0,0.0
20119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20121,5.41,8.16,7.41,8.09,8.3,7.68,6.08,8.54,11.14,9.27,7.96,17.39,24.74
20123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.47,0.0
20125,9.33,5.05,14.02,8.88,5.3,6.56,2.85,6.6,7.84,3.8,7.48,13.4,15.07
20127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87,0.0,0.0,0.0,0.0,0.0
20129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,2.4,0.0,0.0
20133,6.2,2.83,11.32,5.29,1.98,1.87,0.0,4.23,5.88,1.11,5.79,8.92,11.9
20135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20139,7.88,6.3,0.0,4.88,7.34,9.12,4.96,7.45,9.38,7.66,9.52,18.11,17.22
20141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41,0.0
20143,0.0,0.0,0.0,7.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6
20145,0.0,0.0,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13
20147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20149,3.65,2.42,2.79,1.45,0.0,4.24,0.0,4.21,7.01,4.06,0.0,8.56,9.96
20151,0.0,1.17,0.0,5.06,0.0,4.71,0.0,0.0,0.0,5.24,5.63,7.49,7.48
20153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20155,5.99,4.7,7.71,20.25,17.24,18.83,4.57,6.54,22.46,20.97,21.04,37.45,37.39
20157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20159,1.5,1.54,3.86,0.0,0.0,4.71,0.0,0.0,0.0,6.99,0.0,12.48,12.46
20161,0.73,0.0,0.61,0.36,0.0,0.0,0.0,0.7,1.74,0.0,0.22,9.1,5.6
20163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
20167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1
20169,2.24,0.0,0.0,21.53,1.12,2.42,0.0,29.23,1.31,18.44,4.17,22.27,18.66
20171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20173,11.04,11.58,14.49,14.05,17.1,15.05,15.23,17.33,17.72,21.32,30.01,40.28,45.29
20175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20177,14.61,14.53,11.17,7.27,13.45,15.11,15.72,16.84,15.77,17.53,25.0,34.22,36.06
20179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20185,0.0,1.23,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20191,10.0,2.9,8.18,8.83,6.08,7.94,5.72,12.43,6.54,7.99,11.84,18.34,18.03
20193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20197,4.48,0.0,0.0,0.0,0.0,4.25,0.0,0.0,5.08,0.0,0.0,0.0,0.0
20199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20201,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.52,0.0
20203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20205,6.85,0.0,4.67,5.2,1.68,1.25,0.0,1.37,2.61,0.0,1.97,2.33,3.77
20207,4.14,0.0,1.56,0.41,0.0,0.0,0.0,0.0,2.83,0.0,0.79,0.0,0.0
20209,14.6,11.38,12.57,6.24,8.66,7.96,10.38,9.08,8.47,15.11,29.04,30.53,38.61
21001,0.0,3.89,18.0,5.01,50.45,12.85,22.02,30.02,3.94,8.0,35.25,41.11,52.45
21003,9.1,15.98,12.5,16.41,15.27,13.92,22.55,19.76,18.83,51.61,35.07,43.28,36.83
21005,13.31,15.33,23.35,19.24,24.96,28.4,35.69,48.79,29.43,48.36,61.31,52.83,53.67
21007,3.97,4.25,0.0,8.67,9.7,0.0,6.14,0.0,0.0,10.7,7.62,0.0,6.67
21009,3.22,11.1,9.29,23.24,9.79,23.63,22.68,27.4,12.22,22.97,17.81,23.66,41.23
21011,84.86,34.02,14.28,14.18,24.76,14.38,47.02,30.32,39.16,31.69,66.8,86.09,163.69
21013,90.62,59.18,39.03,86.07,43.2,87.79,44.25,40.12,37.64,42.26,43.17,71.25,46.67
21015,26.09,18.07,25.95,32.95,27.69,39.93,35.01,35.95,35.73,26.2,42.1,35.66,33.79
21017,54.19,21.6,28.23,20.61,33.54,27.14,54.73,37.24,42.03,35.47,90.45,54.38,77.68
21019,44.41,24.26,20.34,33.55,32.77,45.53,54.02,64.61,63.51,66.36,79.54,104.39,101.85
21021,6.66,18.29,29.45,9.6,27.0,23.46,53.3,43.05,21.57,40.52,39.52,52.04,48.54
21023,32.45,0.0,0.0,0.0,29.96,36.77,73.32,60.36,35.81,41.66,46.53,77.28,46.03
21025,86.47,67.18,43.69,35.85,51.99,32.36,19.22,26.87,39.81,38.32,87.52,73.78,120.22
21027,14.49,13.27,13.91,4.01,6.18,10.96,35.2,21.96,5.74,12.93,25.29,45.11,21.85
